batsman,bowler,runs,balls,dismissals
SC Ganguly,DJ Bravo,24,21,0
RV Uthappa,ST Jayasuriya,18,8,0
Rashid Khan,VR Aaron,13,4,0
DJ Harris,TM Dilshan,16,5,0
AT Rayudu,A Kumble,29,23,0
MS Dhoni,A Singh,11,3,0
Anirudh Singh,DW Steyn,9,12,0
PA Patel,AD Mathews,14,8,2
R Parag,SP Narine,9,7,0
M Vohra,R Ashwin,8,10,0
M Vijay,YK Pathan,39,23,0
D Short,R Ashwin,2,2,1
SV Samson,AR Patel,31,35,1
KA Pollard,R Tewatia,19,7,0
JH Kallis,RS Bopara,10,10,0
BJ Hodge,SL Malinga,41,38,1
Mandeep Singh,R Dhawan,7,8,1
S Rana,Mohammed Shami,5,3,0
DJG Sammy,KV Sharma,4,6,0
RJ Quiney,JP Duminy,12,8,0
V Kohli,JE Taylor,13,3,0
M Ali,BA Stokes,2,2,0
Q de Kock,STR Binny,27,21,0
Ishan Kishan,Kuldeep Yadav,32,12,1
ML Hayden,AD Mascarenhas,1,1,0
HH Pandya,MG Johnson,8,6,0
DJ Hooda,Mohammed Shami,16,5,0
J Bairstow,PP Chawla,45,22,1
RV Uthappa,SMSM Senanayake,5,6,1
NV Ojha,AS Rajpoot,4,4,0
PA Patel,KP Pietersen,2,3,1
AC Blizzard,JP Duminy,0,4,1
NV Ojha,AB Dinda,20,23,1
DJ Bravo,I Sharma,26,17,1
S Badrinath,BJ Hodge,12,7,1
M Vohra,TG Southee,2,5,0
AJ Finch,PP Chawla,34,23,1
KC Sangakkara,SC Ganguly,22,15,0
SPD Smith,S Kaushik,23,11,0
CL White,JO Holder,2,1,0
MS Bisla,DW Steyn,36,42,0
RR Pant,J Archer,25,12,0
CA Lynn,AJ Tye,30,11,3
A Uniyal,S Ladda,1,3,0
HH Pandya,I Sharma,22,12,0
RJ Peterson,A Mishra,0,1,0
MS Bisla,B Kumar,6,7,1
BB McCullum,DJ Bravo,11,20,0
MA Agarwal,P Kumar,3,10,0
SP Narine,R Dhawan,2,3,0
CA Pujara,JA Morkel,6,4,0
Q de Kock,R Bhatia,8,6,0
AB Dinda,P Awana,1,4,0
AP Tare,R Vinay Kumar,12,8,0
Mandeep Singh,PV Tambe,6,2,0
SK Raina,DJ Hussey,31,25,0
KD Karthik,HH Pandya,45,29,0
KK Nair,DT Christian,25,18,1
SK Raina,STR Binny,8,8,0
AD Russell,HH Pandya,27,17,1
IK Pathan,AR Patel,2,5,1
N Rana,Mohammed Shami,5,6,0
JD Ryder,R Vinay Kumar,3,3,1
GH Vihari,SR Watson,4,10,0
IK Pathan,A Mithun,6,4,0
Y Nagar,B Lee,9,8,1
AP Majumdar,J Botha,4,2,1
KC Sangakkara,HV Patel,4,5,0
TM Head,SL Malinga,1,2,0
D Short,S Mavi,19,11,0
SR Watson,B Stanlake,0,5,0
Mohammad Nabi,Mohammed Shami,4,5,1
KM Jadhav,LH Ferguson,0,5,0
MJ Lumb,DR Smith,9,3,0
MC Henriques,R Ashwin,1,3,0
DS Kulkarni,R Bhatia,1,4,0
V Kohli,DW Steyn,23,24,0
SV Samson,MM Sharma,22,23,1
D Wiese,UT Yadav,4,3,0
Harbhajan Singh,YK Pathan,2,3,0
KA Pollard,M Ashwin,1,1,0
RG Sharma,S Badree,2,4,1
V Kohli,DT Christian,22,25,1
RN ten Doeschate,JD Unadkat,5,4,0
SR Watson,P Prasanth,18,6,0
RV Uthappa,S Tyagi,5,4,0
DA Warner,Ankit Sharma,15,5,0
RR Pant,Sandeep Sharma,12,13,0
A Ashish Reddy,MR Marsh,3,3,0
SS Iyer,PP Chawla,41,27,1
WPUJC Vaas,Yuvraj Singh,1,1,0
SK Raina,AR Patel,63,48,2
E Lewis,GJ Maxwell,20,15,0
DA Miller,L Ferguson,14,6,0
Yuvraj Singh,R Vinay Kumar,7,8,1
GJ Bailey,R Tewatia,0,1,0
UBT Chand,YS Chahal,18,16,1
MS Dhoni,Kuldeep Yadav,46,28,2
CJ Anderson,YS Chahal,11,10,1
KL Rahul,KJ Abbott,4,1,0
KA Pollard,PV Tambe,21,14,1
CJ Anderson,KC Cariappa,1,2,0
JA Morkel,GD McGrath,4,2,0
JJ Bumrah,BB Sran,5,8,1
DJ Hussey,R Bhatia,41,45,0
Mandeep Singh,C de Grandhomme,10,8,0
S Badrinath,SL Malinga,37,32,1
IK Pathan,Yuvraj Singh,5,6,1
WP Saha,M Muralitharan,13,10,0
KK Nair,S Kaul,44,27,1
MS Gony,SR Watson,0,1,0
NV Ojha,BW Hilfenhaus,1,6,1
SP Goswami,AN Ahmed,0,1,0
SB Bangar,Gagandeep Singh,2,4,0
DL Vettori,A Mithun,2,2,0
J Syed Mohammad,DR Smith,2,3,1
I Sodhi,A Mishra,1,2,0
WPUJC Vaas,I Sharma,1,1,0
R Ashwin,P Suyal,0,1,0
R Dhawan,SK Raina,1,3,0
SE Marsh,SK Trivedi,34,28,0
A Ashish Reddy,CH Morris,11,5,0
BJ Hodge,PC Valthaty,5,2,0
A Symonds,I Sharma,13,15,1
M Manhas,SW Tait,5,5,1
MK Pandey,Kamran Khan,0,1,0
AL Menaria,SL Malinga,3,6,0
Q de Kock,UT Yadav,41,26,1
SK Trivedi,AB Dinda,4,2,1
A Mishra,JJ Bumrah,1,5,1
SMSM Senanayake,JA Morkel,2,2,0
K Gowtham,MP Stoinis,0,2,1
AA Jhunjhunwala,Pankaj Singh,5,4,1
S Dhawan,TM Dilshan,1,1,0
WP Saha,P Kumar,35,26,0
R Dhawan,P Awana,11,7,0
JC Buttler,SM Boland,3,2,0
SK Raina,AS Rajpoot,18,11,0
BB McCullum,MR Marsh,6,3,0
SR Watson,S Gopal,7,8,0
IR Jaggi,KV Sharma,4,9,1
EJG Morgan,YS Chahal,12,10,0
N Rana,CH Morris,28,14,2
S Dhawan,Shakib Al Hasan,18,10,0
RA Jadeja,JP Faulkner,10,11,1
NV Ojha,JO Holder,3,6,1
P Shaw,B Kumar,33,30,1
P Negi,VR Aaron,10,9,0
MM Patel,JDP Oram,0,1,1
CR Woakes,SL Malinga,3,4,1
RR Pant,MM Sharma,7,9,0
HH Gibbs,RA Jadeja,6,6,0
WP Saha,KW Richardson,11,4,0
AS Rajpoot,SL Malinga,0,3,1
G Gambhir,YS Chahal,25,17,2
M Kartik,ST Jayasuriya,1,1,0
KC Sangakkara,SW Tait,15,7,1
TM Head,PP Chawla,8,7,0
DJ Hussey,KAJ Roach,8,4,0
LR Shukla,S Nadeem,12,7,0
KC Sangakkara,I Sharma,14,16,1
PP Chawla,JH Kallis,14,6,0
S Gill,DL Chahar,2,4,0
CH Gayle,N Saini,17,16,0
SK Raina,Mohammed Shami,32,21,0
SR Watson,RP Singh,32,36,3
SR Watson,Iqbal Abdulla,15,18,0
AS Raut,VRV Singh,0,1,0
CK Langeveldt,PP Chawla,1,4,0
AP Majumdar,M Muralitharan,4,6,0
MK Pandey,Sohail Tanvir,1,4,1
STR Binny,CH Morris,25,17,0
YV Takawale,SP Narine,9,13,1
AD Mathews,MJ McClenaghan,14,8,1
CR Brathwaite,RA Jadeja,10,11,0
N Rana,S Nadeem,16,8,0
CA Lynn,BB Sran,38,15,0
L Livingstone,YS Chahal,0,1,0
Kamran Akmal,RP Singh,7,4,0
G Gambhir,MJ Clarke,7,5,0
JH Kallis,AA Chavan,7,11,0
M Vijay,V Sehwag,21,6,0
HH Pandya,SP Narine,49,26,0
Q de Kock,JJ Bumrah,2,6,0
HV Patel,S Curran,0,2,1
DPMD Jayawardene,Bipul Sharma,13,9,0
SK Raina,R Sathish,16,6,0
P Kumar,VRV Singh,7,6,0
Yuvraj Singh,AJ Tye,9,3,0
ML Hayden,DP Nannes,36,26,0
ST Jayasuriya,DP Nannes,2,6,1
RV Uthappa,SB Jakati,15,11,1
Yuvraj Singh,NJ Rimmington,5,5,0
MS Dhoni,KW Richardson,4,5,0
AC Voges,M Muralitharan,6,5,0
P Kumar,BCJ Cutting,2,2,0
MG Johnson,DW Steyn,0,2,0
AR Patel,JP Duminy,6,8,0
SK Raina,GJ Maxwell,13,19,2
DB Ravi Teja,PJ Sangwan,6,10,0
SS Iyer,Mustafizur Rahman,8,9,0
V Kohli,AJ Tye,43,36,0
BA Stokes,Bipul Sharma,27,11,0
TL Suman,MC Henriques,18,14,0
C Munro,K Ahmed,21,9,0
P Shaw,Rashid Khan,13,8,1
DE Bollinger,TM Dilshan,8,4,0
RG Sharma,PV Tambe,7,4,0
C de Grandhomme,TA Boult,2,3,0
P Shaw,J Yadav,5,8,0
CL White,CH Gayle,1,2,0
RG Sharma,BA Bhatt,11,11,0
KD Karthik,S Aravind,4,6,1
SW Billings,Iqbal Abdulla,6,8,1
JH Kallis,Y Nagar,4,4,0
DA Miller,SR Watson,16,10,1
GC Smith,DP Nannes,16,17,1
G Gambhir,AA Chavan,5,5,0
RE van der Merwe,A Singh,1,2,1
BJ Hodge,RA Jadeja,11,12,0
JC Buttler,NLTC Perera,5,2,0
DA Miller,CH Gayle,6,1,0
S Dhawan,HV Patel,30,26,0
L Livingstone,I Sharma,11,7,1
OA Shah,YK Pathan,7,10,0
KK Nair,Iqbal Abdulla,8,5,0
R Sathish,UT Yadav,10,4,0
S Gopal,M Ashwin,1,4,1
A Nehra,NLTC Perera,0,1,1
RN ten Doeschate,AD Mascarenhas,4,2,0
KA Pollard,CJ Jordan,2,2,0
Azhar Mahmood,IK Pathan,11,18,0
KL Rahul,R Bhatia,19,17,1
Anureet Singh,P Krishna,2,3,0
A Ashish Reddy,MM Patel,0,2,1
CA Pujara,DW Steyn,25,19,1
MV Boucher,Joginder Sharma,1,3,0
DJ Hussey,JJ Bumrah,13,10,0
MS Dhoni,M Muralitharan,11,7,0
KW Richardson,DJ Bravo,3,3,0
HH Gibbs,MC Henriques,4,1,0
E Lewis,AS Rajpoot,4,5,0
BB McCullum,CR Woakes,1,4,1
CA Lynn,R Vinay Kumar,0,2,1
RG Sharma,AD Russell,80,48,0
DJ Jacobs,BA Bhatt,2,3,0
RR Pant,VR Aaron,11,4,1
P Kumar,NLTC Perera,3,5,0
DPMD Jayawardene,MF Maharoof,28,16,0
MP Stoinis,CR Brathwaite,16,8,0
AD Russell,R Ashwin,1,3,1
MS Bisla,A Mishra,3,11,2
DJ Hussey,RE van der Merwe,6,10,0
WPUJC Vaas,SC Ganguly,2,2,0
SE Marsh,S Sreesanth,20,15,0
V Kohli,SB Bangar,12,4,0
T Kohli,JA Morkel,2,2,0
KA Pollard,DP Nannes,7,8,0
B Kumar,NLTC Perera,13,6,1
Ishan Kishan,NM Coulter-Nile,1,3,0
KD Karthik,M Kartik,19,21,1
AB de Villiers,AB Agarkar,6,5,0
A Ashish Reddy,AD Russell,4,3,0
JD Ryder,A Mishra,4,1,0
KL Rahul,S Lamichhane,10,4,1
V Shankar,R Ashwin,15,12,1
G Gambhir,S Kaushik,23,13,0
SE Marsh,DJ Hooda,50,25,0
AT Rayudu,AL Menaria,3,6,1
Gurkeerat Singh,SR Watson,3,6,0
Ankit Sharma,P Kumar,9,3,0
SK Raina,MM Patel,63,37,2
AM Rahane,PJ Cummins,2,2,0
WPUJC Vaas,CK Langeveldt,0,1,1
GJ Maxwell,DR Smith,43,17,1
AS Yadav,JD Unadkat,24,22,1
B Chipli,AG Murtaza,1,3,1
R Dravid,YA Abdulla,1,1,0
B Lee,A Singh,20,8,0
DA Warner,Anureet Singh,43,25,0
MS Dhoni,A Mithun,34,15,0
G Gambhir,Shoaib Akhtar,1,3,1
S Narwal,S Ladda,5,4,0
MA Agarwal,D Wiese,4,4,0
HH Gibbs,Joginder Sharma,6,3,0
DL Chahar,PJ Cummins,13,4,0
CH Gayle,R Vinay Kumar,0,3,1
AB de Villiers,SL Malinga,124,61,0
TM Dilshan,BJ Hodge,2,3,0
RG Sharma,A Kumble,57,40,2
MS Dhoni,Harmeet Singh,15,13,1
RR Pant,A Dananjaya,20,7,0
DJ Hooda,MM Sharma,7,8,1
ML Hayden,Mohammad Hafeez,10,6,0
A Ashish Reddy,R Vinay Kumar,14,10,2
Harbhajan Singh,SR Watson,17,8,0
BCJ Cutting,TG Southee,10,5,0
SE Marsh,J Botha,3,4,1
RA Jadeja,PJ Cummins,12,15,0
Yuvraj Singh,MR Marsh,8,7,0
MA Agarwal,JA Morkel,29,20,1
MK Tiwary,V Kohli,6,3,0
JA Morkel,DP Vijaykumar,1,1,0
RG Sharma,MM Sharma,64,51,1
RR Pant,R Bhatia,17,7,0
AB Agarkar,A Mishra,1,8,0
KC Sangakkara,AD Mathews,36,22,0
LRPL Taylor,IK Pathan,5,2,0
MC Henriques,BA Stokes,3,2,0
CA Lynn,AR Patel,22,15,1
A Mishra,Kamran Khan,0,1,1
DW Steyn,M Morkel,2,3,1
Y Nagar,SC Ganguly,2,2,0
FY Fazal,SB Jakati,2,3,1
KA Pollard,Shakib Al Hasan,39,32,1
M Rawat,MF Maharoof,1,3,0
PJ Cummins,TS Mills,2,3,0
Karanveer Singh,HV Patel,1,2,0
EJG Morgan,BA Bhatt,3,3,1
SE Marsh,LR Shukla,9,4,0
LRPL Taylor,DP Nannes,1,5,0
V Sehwag,SB Wagh,14,6,0
MC Henriques,P Awana,0,1,0
KL Rahul,J Behrendorff,10,14,0
DR Smith,ST Jayasuriya,24,18,2
RR Pant,L Ferguson,2,2,0
Umar Gul,VRV Singh,0,1,1
DJ Hussey,DS Kulkarni,23,12,0
SK Raina,Kuldeep Yadav,51,44,2
WP Saha,SP Narine,67,50,3
F du Plessis,A Singh,17,9,0
GJ Bailey,IC Pandey,6,5,0
YK Pathan,JO Holder,2,2,0
RR Pant,STR Binny,4,4,0
H Klaasen,DL Chahar,1,2,0
MK Tiwary,Rashid Khan,3,4,0
KH Pandya,DR Smith,4,3,1
SR Watson,AJ Tye,11,3,0
M Kartik,CRD Fernando,6,4,1
Iqbal Abdulla,DR Smith,3,3,0
B Chipli,P Kumar,1,3,0
KL Rahul,JJ Bumrah,82,61,1
AR Patel,S Gopal,1,1,0
CJ Ferguson,Harmeet Singh,0,3,1
AB Dinda,SL Malinga,1,6,2
CH Gayle,RA Jadeja,42,17,1
DJ Hussey,MM Sharma,5,3,0
S Rana,DW Steyn,7,4,0
C de Grandhomme,P Negi,9,8,1
KD Karthik,J Syed Mohammad,37,22,0
RS Bopara,WPUJC Vaas,9,6,0
K Goel,P Kumar,9,10,0
AT Rayudu,A Uniyal,1,2,1
JP Faulkner,AR Patel,19,21,0
A Symonds,SW Tait,1,2,0
M Manhas,I Sharma,2,3,0
AM Rahane,M Markande,3,3,0
AM Rahane,S Sharma,19,12,0
JH Kallis,AB Dinda,13,16,1
MEK Hussey,SL Malinga,41,37,2
HM Amla,Harbhajan Singh,5,4,0
MK Pandey,J Botha,7,9,0
RR Pant,AJ Tye,17,7,0
PJ Cummins,SR Watson,4,2,1
S Gill,BA Stokes,1,4,0
CL White,DJ Bravo,26,14,0
CA Lynn,S Kaul,48,26,1
RA Jadeja,M Markande,3,6,0
Q de Kock,P Krishna,0,1,1
DJ Bravo,BA Stokes,20,9,0
RG Sharma,RR Raje,12,8,0
RP Singh,DW Steyn,1,4,2
SC Ganguly,S Tyagi,2,9,0
EJG Morgan,PV Tambe,21,12,1
S Dhawan,MP Stoinis,10,6,0
PJ Sangwan,CJ Anderson,1,1,0
RV Uthappa,N Saini,6,5,0
Mandeep Singh,KP Appanna,0,1,1
Gurkeerat Singh,R Vinay Kumar,3,4,0
DB Ravi Teja,Yuvraj Singh,8,10,0
PA Patel,Mohammed Siraj,7,3,0
KH Pandya,A Mishra,41,19,1
S Sreesanth,A Singh,0,3,0
DJ Bravo,SP Narine,2,2,0
MP Stoinis,P Kumar,12,8,0
KC Sangakkara,Mohammad Asif,4,2,1
KC Sangakkara,LR Shukla,21,14,0
R Shukla,DW Steyn,2,3,0
RJ Harris,DJ Bravo,0,1,0
MV Boucher,C Nanda,11,7,0
G Gambhir,R Ashwin,52,55,2
NLTC Perera,DT Christian,2,5,0
KA Pollard,S Tyagi,2,1,0
KH Pandya,TS Mills,11,8,0
V Kohli,BAW Mendis,1,1,0
KS Williamson,Z Khan,14,11,0
N Rana,M Ashwin,8,4,0
MS Bisla,Harbhajan Singh,10,6,1
SP Fleming,SM Pollock,5,12,0
AD Mathews,IK Pathan,13,12,1
PA Patel,MA Starc,16,8,0
RG Sharma,V Kohli,7,6,0
ST Jayasuriya,BAW Mendis,11,5,0
AD Russell,DW Steyn,1,1,0
B Chipli,Harbhajan Singh,2,5,0
EJG Morgan,MA Starc,9,5,1
SR Tendulkar,A Nehra,15,13,1
GJ Bailey,AB Agarkar,4,3,0
P Kumar,A Mithun,14,6,0
MK Tiwary,VR Aaron,5,4,1
MK Tiwary,JR Hopes,11,12,0
Y Venugopal Rao,JD Unadkat,1,2,0
RR Pant,JJ Bumrah,26,25,4
JD Ryder,Harbhajan Singh,3,6,2
Azhar Mahmood,I Sharma,0,2,0
V Kohli,Sohail Tanvir,1,5,1
RV Uthappa,DL Vettori,21,17,1
DPMD Jayawardene,BAW Mendis,1,1,0
SR Watson,BCJ Cutting,7,5,0
DR Martyn,JH Kallis,7,9,0
SS Tiwary,JE Taylor,14,7,1
M Vijay,MJ McClenaghan,38,24,0
AD Nath,JD Unadkat,1,2,0
SV Samson,PP Ojha,12,11,0
Iqbal Abdulla,CH Morris,2,4,0
WP Saha,AB Dinda,1,2,0
R Bhatia,S Nadeem,10,13,0
CK Kapugedera,Sohail Tanvir,3,4,1
IK Pathan,A Kumble,7,3,0
MC Henriques,P Kumar,28,15,1
MS Dhoni,BA Bhatt,1,3,0
N Pooran,J Archer,4,7,1
AM Rahane,DS Kulkarni,21,25,2
M Vijay,SR Watson,63,47,3
JH Kallis,Sohail Tanvir,1,4,0
MJ Clarke,STR Binny,0,1,1
M Vohra,KA Pollard,5,2,0
DPMD Jayawardene,SP Narine,15,16,0
E Lewis,HV Patel,16,5,0
HM Amla,Iqbal Abdulla,9,6,0
A Symonds,MM Patel,21,9,0
Mandeep Singh,N Rana,6,3,0
RJ Quiney,DP Nannes,9,9,0
DS Lehmann,JR Hopes,5,5,0
J Theron,P Kumar,0,1,0
SS Iyer,JJ Bumrah,28,15,0
RV Uthappa,SC Ganguly,5,6,0
AD Russell,A Mishra,18,17,1
MR Marsh,SJ Srivastava,0,1,0
P Negi,SR Watson,1,1,0
BA Stokes,B Stanlake,4,4,1
S Badrinath,MA Khote,2,1,0
SR Watson,P Krishna,6,5,0
PA Patel,Yuvraj Singh,7,6,0
JP Duminy,P Kumar,9,13,0
RV Uthappa,Y Venugopal Rao,1,3,1
SS Iyer,L Ngidi,6,10,1
M Morkel,RJ Harris,4,3,0
SPD Smith,T Natarajan,7,5,0
SK Raina,RD Chahar,12,12,1
RV Uthappa,PP Ojha,38,41,0
LJ Wright,A Nehra,6,3,0
B Kumar,UT Yadav,15,4,0
SS Iyer,M Morkel,11,8,0
KS Williamson,VR Aaron,26,20,0
B Chipli,TM Dilshan,10,6,0
YK Pathan,SE Bond,13,7,0
RG Sharma,S Randiv,20,9,0
CH Gayle,S Kaushik,15,8,0
JC Buttler,AF Milne,13,4,0
MS Dhoni,MM Patel,17,14,1
MK Pandey,L Plunkett,5,7,1
AC Thomas,M Muralitharan,1,1,0
Harbhajan Singh,Shakib Al Hasan,8,8,0
MS Dhoni,MA Khote,10,6,1
PA Patel,DP Vijaykumar,5,8,1
RA Tripathi,R Ashwin,11,17,1
RS Bopara,RP Singh,7,8,0
AB de Villiers,VR Aaron,32,16,0
CA Lynn,CR Brathwaite,18,10,0
IK Pathan,RP Singh,68,31,1
BB McCullum,CRD Fernando,13,13,0
IK Pathan,Iqbal Abdulla,0,1,1
LR Shukla,UT Yadav,13,13,1
HH Pandya,PJ Cummins,21,11,0
HH Gibbs,AB Agarkar,7,9,0
V Sehwag,RA Jadeja,55,25,0
SK Raina,S Aravind,34,23,0
P Negi,PJ Cummins,16,9,0
Kamran Akmal,M Muralitharan,7,7,0
Harbhajan Singh,CR Brathwaite,1,1,0
GJ Maxwell,AJ Tye,9,7,0
PA Patel,JD Unadkat,45,37,3
MC Henriques,S Kaul,6,3,0
AP Tare,VR Aaron,7,5,1
P Kumar,SB Wagh,2,2,0
AS Yadav,DW Steyn,0,3,1
DA Warner,MS Gony,15,12,0
JH Kallis,AL Menaria,15,9,0
CA Lynn,Sandeep Sharma,20,18,0
SR Tendulkar,RA Jadeja,37,25,1
AC Gilchrist,V Kohli,8,8,0
GJ Maxwell,KV Sharma,75,28,0
Mandeep Singh,DP Nannes,8,9,1
Gurkeerat Singh,NLTC Perera,2,2,0
DA Warner,KC Cariappa,51,23,0
RE van der Merwe,JA Morkel,6,9,1
DA Warner,R Vinay Kumar,5,4,1
MK Pandey,SK Raina,7,7,0
SS Tiwary,A Uniyal,8,4,0
V Kohli,Ankit Sharma,23,26,0
GJ Bailey,BB Sran,7,6,0
NV Ojha,Sandeep Sharma,28,7,0
AA Bilakhia,SK Warne,1,3,1
CA Lynn,S Nadeem,25,23,0
RV Uthappa,S Sharma,2,3,0
DJ Bravo,MG Johnson,3,6,0
DJG Sammy,R Bhatia,3,5,0
TM Head,MM Sharma,1,1,0
M Kaif,AB Dinda,25,14,0
JA Morkel,YK Pathan,47,31,1
S Curran,Imran Tahir,5,4,0
DE Bollinger,DP Nannes,2,3,0
CR Brathwaite,Basil Thampi,1,1,0
D Salunkhe,GD McGrath,7,5,0
Yuvraj Singh,PC Valthaty,10,4,0
AJ Tye,DT Christian,0,2,0
VY Mahesh,IK Pathan,2,2,0
AR Patel,AJ Tye,9,7,0
KP Pietersen,Z Khan,9,8,0
SE Marsh,KMDN Kulasekara,1,4,0
GC Smith,JA Morkel,21,20,1
PP Chawla,MG Johnson,16,11,1
SC Ganguly,DJ Thornely,2,5,1
SK Warne,BJ Hodge,1,4,1
CJ Anderson,MM Sharma,2,5,0
CR Woakes,Sandeep Sharma,1,3,0
M Kaif,IK Pathan,1,2,0
Sunny Singh,SK Raina,11,4,0
DB Das,BW Hilfenhaus,2,3,0
MK Pandey,NLTC Perera,9,8,0
STR Binny,Karanveer Singh,9,8,1
MV Boucher,DP Nannes,8,7,0
SR Tendulkar,PC Valthaty,2,2,0
RG Sharma,GB Hogg,17,13,1
R McLaren,A Kumble,17,13,0
IC Pandey,CH Gayle,0,2,1
AC Voges,AD Mathews,5,3,0
Mandeep Singh,KV Sharma,1,2,1
SR Watson,T Curran,11,4,1
R Sharma,SK Trivedi,0,1,0
RA Jadeja,JO Holder,1,1,0
BJ Haddin,J Syed Mohammad,0,4,1
RP Singh,S Sreesanth,4,2,0
S Dhawan,DT Christian,7,10,0
V Kohli,B Laughlin,1,2,0
JC Buttler,DL Chahar,37,24,0
PA Patel,AD Mascarenhas,3,5,0
SC Ganguly,SB Jakati,2,4,1
N Saini,SW Tait,1,2,1
NV Ojha,KW Richardson,0,2,1
RV Gomez,SK Trivedi,0,1,1
KM Jadhav,HH Pandya,7,11,0
A Nehra,AD Russell,1,3,0
MS Dhoni,WPUJC Vaas,3,3,0
SS Iyer,MM Sharma,13,12,1
AC Thomas,SL Malinga,0,2,0
AM Rahane,DL Vettori,13,15,0
DJG Sammy,UT Yadav,3,5,0
Umar Gul,SK Trivedi,1,1,0
N Pooran,SP Narine,3,4,0
SE Marsh,Y Nagar,15,5,0
MS Dhoni,JP Faulkner,48,29,1
SS Iyer,A Dananjaya,7,4,0
HV Patel,S Kaul,8,3,0
PC Valthaty,WD Parnell,5,7,0
MEK Hussey,WA Mota,17,6,0
LRPL Taylor,CH Morris,2,3,1
DB Das,Azhar Mahmood,0,1,1
MM Patel,UT Yadav,1,4,0
PR Shah,DR Smith,12,5,0
RR Pant,GJ Maxwell,5,3,1
AB Dinda,PJ Cummins,0,1,1
RV Uthappa,Z Khan,42,41,2
KV Sharma,S Kaul,5,4,0
UT Khawaja,NM Coulter-Nile,5,2,0
KD Karthik,RA Jadeja,75,49,2
AT Rayudu,AB Dinda,28,24,3
PC Valthaty,MM Patel,10,10,1
RJ Quiney,S Tyagi,6,11,0
JP Faulkner,GS Sandhu,8,3,0
D Shorey,Mohammed Siraj,7,2,0
SK Raina,AJ Tye,54,31,0
JC Buttler,Harbhajan Singh,19,8,0
V Sehwag,R Sharma,43,31,0
MJ Clarke,L Balaji,2,4,0
DPMD Jayawardene,STR Binny,1,3,0
MK Tiwary,MF Maharoof,3,2,0
B Lee,UT Yadav,2,2,0
CJ Anderson,Imran Tahir,3,4,1
S Gill,Mohammed Siraj,1,1,0
CJ Anderson,AB Dinda,2,2,0
R Vinay Kumar,PP Ojha,2,1,0
R Dhawan,K Santokie,5,2,0
WP Saha,BB Sran,21,15,0
CH Morris,P Kumar,23,8,0
DJ Bravo,V Kohli,4,3,0
R Singh,J Archer,2,2,0
UBT Chand,TG Southee,4,8,1
T Curran,M Markande,5,2,0
MS Bisla,A Singh,5,3,0
GJ Maxwell,K Santokie,2,2,0
KS Williamson,CR Woakes,17,8,0
MR Marsh,TM Dilshan,1,1,0
AJ Finch,Harmeet Singh,0,1,1
R Sathish,SE Bond,12,6,0
G Gambhir,BJ Hodge,6,11,0
Anureet Singh,Imran Tahir,8,3,0
ST Jayasuriya,A Flintoff,5,3,0
AM Rahane,JH Kallis,19,18,0
Y Venugopal Rao,AM Nayar,5,5,0
TM Dilshan,LJ Wright,4,5,1
DJ Hooda,PP Chawla,1,3,0
DA Warner,YS Chahal,116,66,1
LA Pomersbach,SM Pollock,7,6,0
UBT Chand,D Wiese,20,9,0
PD Collingwood,RR Powar,1,2,0
SS Iyer,D Wiese,2,3,0
A Symonds,Z Khan,3,3,0
R Dravid,RV Gomez,4,4,0
KH Pandya,PP Chawla,35,15,1
AD Nath,Harbhajan Singh,1,2,0
DJ Hooda,L Ngidi,2,3,1
DR Smith,D Wiese,17,7,0
SK Raina,Shoaib Ahmed,3,3,0
F du Plessis,DS Kulkarni,3,4,0
MK Pandey,MA Starc,6,6,0
M Vohra,DJ Hooda,0,3,0
YS Chahal,LH Ferguson,1,5,0
JP Faulkner,DJ Bravo,8,5,0
Y Nagar,WPUJC Vaas,0,1,1
PP Chawla,SP Narine,13,15,1
M Manhas,DE Bollinger,2,9,1
JA Morkel,UT Yadav,7,8,2
SE Marsh,WD Parnell,2,4,0
AS Yadav,SR Watson,33,22,2
MK Pandey,K Gowtham,5,4,0
KD Karthik,MC Henriques,14,18,1
A Symonds,DE Bollinger,8,8,0
B Chipli,B Lee,9,4,0
KD Karthik,A Singh,1,1,0
MA Agarwal,N Rana,7,3,0
MV Boucher,JR Hopes,16,9,0
BJ Hodge,DE Bollinger,11,9,0
LR Shukla,Kamran Khan,2,3,1
JC Buttler,D Willey,22,14,0
S Badrinath,A Kumble,7,10,2
SR Tendulkar,SK Raina,12,12,1
UT Khawaja,A Mishra,1,6,1
SM Katich,T Thushara,1,1,0
Shahid Afridi,SK Warne,0,2,1
RR Pant,KH Pandya,20,17,2
V Sehwag,AC Voges,8,6,0
DR Smith,MF Maharoof,2,4,0
Yuvraj Singh,CJ Jordan,11,4,1
J Archer,M Ashwin,1,2,0
WP Saha,WPUJC Vaas,2,8,1
AB de Villiers,J Dala,1,1,0
Y Venugopal Rao,KA Pollard,19,15,1
SR Watson,LR Shukla,1,2,1
L Livingstone,S Kaul,20,6,0
S Badrinath,S Sreesanth,16,16,1
HH Pandya,A Choudhary,9,4,0
DA Miller,GH Vihari,1,1,0
SK Raina,DJG Sammy,20,10,0
KD Karthik,CJ Anderson,18,10,0
BCJ Cutting,J Archer,8,10,0
SV Samson,PJ Sangwan,12,8,1
RN ten Doeschate,KV Sharma,5,6,0
PA Patel,IK Pathan,75,50,1
YK Pathan,NLTC Perera,24,16,0
AJ Finch,Mohammed Siraj,12,8,0
